fecha_recepcion,fecha_envio,producto,subproducto,asunto,subasunto,descripcion_queja,descripcion_solucion,compania,estado_abbr,estado,codigo_postal,etiquetas,consentimiento_cliente,medio_comunicacion,estatus_queja,respuesta_a_tiempo,se_abre_disputa
04/12/2013,06/12/2013,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,American Advisors Group,PA,Pennsylvania,19141,,N/A,Web,Closed with explanation,Yes,No
10/12/2013,13/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Credit Bureau Collection Services, Inc.",OK,Oklahoma,73127,,N/A,Referral,Closed with non-monetary relief,Yes,No
26/11/2013,29/11/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Third Federal Savings & Loan,OH,Ohio,44139,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,20/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,KS,Kansas,66604,,N/A,Web,Closed with explanation,Yes,Yes
14/11/2013,20/11/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Santander Bank US,PA,Pennsylvania,17315,,N/A,Web,Closed,Yes,No
10/12/2013,10/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,ERC,SC,South Carolina,29645,,N/A,Web,Closed with non-monetary relief,Yes,No
21/11/2013,20/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,MD,Maryland,21043,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,26/11/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,IL,Illinois,60643,,N/A,Web,Closed with explanation,Yes,No
26/11/2013,27/11/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",MA,Massachusetts,1020,,N/A,Postal mail,Closed with monetary relief,Yes,Yes
21/11/2013,20/11/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,FL,Florida,33612,,N/A,Web,Closed with explanation,Yes,No
26/11/2013,26/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,MS,Mississippi,39401,,N/A,Web,Closed with explanation,Yes,Yes
21/11/2013,26/11/2013,Debt collection,Payday loan,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,CNG Financial Corporation,MI,Michigan,48214,,N/A,Web,Closed with explanation,No,
21/11/2013,02/12/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,MD,Maryland,20746,,N/A,Web,Closed with non-monetary relief,Yes,No
10/12/2013,20/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,"Adler Wallach & Associates, Inc.",CA,California,95822,,N/A,Phone,Closed with non-monetary relief,Yes,No
21/11/2013,26/11/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,California,90211,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,22/11/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,California,96158,,N/A,Referral,Closed with explanation,Yes,No
04/12/2013,05/12/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,U.S. Bancorp,CA,California,91602,,N/A,Referral,Closed with explanation,Yes,No
26/11/2013,08/01/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,Texas,76028,,N/A,Postal mail,Closed with explanation,Yes,No
14/11/2013,14/11/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,Experian,NY,New York,10305,,N/A,Web,Closed with explanation,Yes,No
10/12/2013,12/12/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,IL,Illinois,60609,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
14/11/2013,14/11/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,TX,Texas,75202,,N/A,Web,Closed with non-monetary relief,Yes,No
21/11/2013,26/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,CA,California,90064,,N/A,Web,Closed with explanation,Yes,No
14/11/2013,14/11/2013,Debt collection,Credit card,Communication tactics,Called after sent written cease of comm,,,"Portfolio Recovery Associates, Inc.",MD,Maryland,21133,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,21/11/2013,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,Encore Capital Group,MI,Michigan,48122,,N/A,Web,Closed with explanation,Yes,No
14/11/2013,14/11/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,Experian,NY,New York,10306,,N/A,Web,Closed with explanation,Yes,No
26/11/2013,02/12/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,NJ,New Jersey,8037,,N/A,Web,Closed with explanation,Yes,Yes
21/11/2013,21/11/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Fifth Third Financial Corporation,KY,Kentucky,41018,,N/A,Referral,Closed with explanation,Yes,No
14/11/2013,19/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt resulted from identity theft,,,"CL Holdings, LLC",PA,Pennsylvania,19054,,N/A,Web,Closed with monetary relief,Yes,No
26/11/2013,02/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,HSBC North America Holdings Inc.,FL,Florida,33442,,N/A,Web,Closed with explanation,Yes,Yes
21/11/2013,22/11/2013,Credit card,,APR or interest rate,,,,Amex,MI,Michigan,48065,,N/A,Referral,Closed with explanation,Yes,No
14/11/2013,14/11/2013,Debt collection,Medical,Improper contact or sharing of info,Contacted me after I asked not to,,,"Expert Global Solutions, Inc.",AZ,Arizona,85234,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,22/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,California,95825,,N/A,Referral,Closed with explanation,Yes,Yes
21/11/2013,22/11/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,PNC Bank N.A.,FL,Florida,34972,,N/A,Referral,Closed with explanation,Yes,Yes
21/11/2013,26/11/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,Experian,IN,Indiana,46307,,N/A,Postal mail,Closed with explanation,No,
21/11/2013,22/11/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,VA,Virginia,23860,,N/A,Referral,Closed with explanation,Yes,No
26/11/2013,08/12/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,Capital One,NY,New York,10473,,N/A,Phone,Closed with explanation,Yes,No
21/11/2013,22/11/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",GA,Georgia,30032,,N/A,Referral,Closed with monetary relief,Yes,No
14/11/2013,14/11/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,TN,Tennessee,37040,,N/A,Web,Closed with non-monetary relief,Yes,No
21/11/2013,22/11/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,Bank of America,PA,Pennsylvania,11698,,N/A,Referral,Closed with explanation,Yes,Yes
20/12/2013,02/01/2014,Payday loan,Payday loan,Applied for loan/did not receive money,Applied for loan/did not receive money,,,Synchrony Financial,AZ,Arizona,85207,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,25/11/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,Experian,IN,Indiana,46307,,N/A,Postal mail,Closed with explanation,Yes,No
26/11/2013,27/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,,,,,N/A,Postal mail,Closed with explanation,Yes,No
10/12/2013,10/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CA,California,90220,,N/A,Web,Closed with explanation,Yes,Yes
04/12/2013,11/12/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,American Honda Finance Corporation,VA,Virginia,23139,,N/A,Web,Closed with explanation,Yes,No
04/12/2013,16/01/2014,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,"Optimum Outcomes, Inc.",CA,California,93422,,N/A,Phone,Closed with explanation,Yes,No
14/11/2013,14/11/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,California,94806,Older American,N/A,Web,Closed with explanation,Yes,No
21/11/2013,22/11/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NY,New York,11743,,N/A,Referral,Closed with monetary relief,Yes,No
21/11/2013,21/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,PA,Pennsylvania,18902,,N/A,Web,Closed with explanation,Yes,No
10/12/2013,10/12/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. Bancorp,CA,California,95209,,N/A,Web,Closed with monetary relief,Yes,No
10/12/2013,17/12/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,TX,Texas,75048,,N/A,Web,Closed with explanation,Yes,Yes
26/11/2013,26/11/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,FL,Florida,33579,,N/A,Web,Closed with explanation,No,
14/11/2013,20/11/2013,Debt collection,I do not know,Cont''d attempts collect debt not owed,Debt is not mine,,,Ditech Financial LLC,PA,Pennsylvania,15026,,N/A,Phone,Closed with explanation,Yes,No
26/11/2013,26/11/2013,Credit card,,Billing disputes,,,,U.S. Bancorp,WA,Washington,98119,,N/A,Web,Closed with explanation,Yes,No
10/12/2013,12/12/2013,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,Receivable Asset Management,NJ,New Jersey,8830,Older American,N/A,Phone,Closed with explanation,Yes,No
10/12/2013,13/12/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TCF National Bank,MN,Minnesota,55431,,N/A,Referral,Closed with monetary relief,Yes,No
20/12/2013,06/01/2014,Debt collection,I do not know,Cont''d attempts collect debt not owed,Debt is not mine,,,JPMorgan Chase & Co.,MD,Maryland,20794,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,21/11/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Citibank,GA,Georgia,30311,,N/A,Referral,Closed with explanation,Yes,No
26/11/2013,11/12/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,CT,Connecticut,6365,,N/A,Web,Closed with explanation,Yes,No
14/11/2013,18/11/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,TX,Texas,77087,,N/A,Referral,Closed with monetary relief,Yes,No
21/11/2013,21/11/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt is not mine,,,Fulton Friedman & Gullace LLP,MD,Maryland,21123,,N/A,Web,Closed with non-monetary relief,Yes,No
14/11/2013,15/11/2013,Consumer Loan,Installment loan,Taking out the loan or lease,,,,First Hawaiian Bank,HI,Hawaii,96789,,N/A,Referral,Closed with explanation,Yes,No
10/12/2013,10/12/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",VA,Virginia,22310,,N/A,Web,Closed with explanation,Yes,Yes
20/12/2013,23/12/2013,Credit card,,Billing disputes,,,,Amex,TX,Texas,77064,,N/A,Web,Closed with non-monetary relief,Yes,No
21/11/2013,10/12/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,VA,Virginia,22903,,N/A,Referral,Closed with non-monetary relief,Yes,No
21/11/2013,21/11/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Santander Bank US,NY,New York,10128,,N/A,Phone,Closed,Yes,No
10/12/2013,11/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"I.C. System, Inc.",CO,Colorado,80207,,N/A,Referral,Closed with explanation,Yes,No
20/12/2013,20/12/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CO,Colorado,80134,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,11/12/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",VA,Virginia,22903,,N/A,Referral,Closed with explanation,Yes,No
10/12/2013,11/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,WA,Washington,98823,,N/A,Referral,Closed with explanation,Yes,No
10/12/2013,11/12/2013,Credit card,,Closing/Cancelling account,,,,Discover,MI,Michigan,48376,,N/A,Referral,Closed with explanation,Yes,Yes
20/12/2013,20/12/2013,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,,,Ocwen,MD,Maryland,20854,,N/A,Web,Closed with explanation,Yes,No
10/12/2013,11/12/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NJ,New Jersey,8831,,N/A,Referral,Closed with explanation,Yes,Yes
14/11/2013,16/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt is not mine,,,"North Shore Agency, LLC",HI,Hawaii,96740,,N/A,Web,Closed with explanation,Yes,No
04/12/2013,04/12/2013,Credit reporting,,Credit reporting company''s investigation,No notice of investigation status/result,,,"TransUnion Intermediate Holdings, Inc.",PA,Pennsylvania,15136,,N/A,Web,Closed with explanation,Yes,No
04/12/2013,04/12/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,PA,Pennsylvania,15658,,N/A,Web,Closed with non-monetary relief,Yes,No
21/11/2013,22/11/2013,Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,,,PNC Bank N.A.,OH,Ohio,45420,,N/A,Web,Closed with explanation,Yes,No
04/12/2013,05/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont''d attempts collect debt not owed,Debt resulted from identity theft,,,"Franklin Collection Service, Inc.",TX,Texas,77079,,N/A,Referral,Closed with explanation,Yes,No
14/11/2013,18/11/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Banco Popular North America,FL,Florida,32807,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,21/11/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Experian,IL,Illinois,60914,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
10/12/2013,13/12/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Whitney Bank,FL,Florida,32446,,N/A,Referral,Closed with explanation,Yes,No
10/12/2013,10/12/2013,Credit card,,Transaction issue,,,,Capital One,MD,Maryland,20791,,N/A,Web,Closed with monetary relief,Yes,No
14/11/2013,18/11/2013,Credit card,,Billing statement,,,,Synchrony Financial,VI,Virgin Islands,22923,Older American,N/A,Phone,Closed with explanation,Yes,No
20/12/2013,03/01/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,GA,Georgia,30088,,N/A,Postal mail,Closed with explanation,Yes,No
10/12/2013,11/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,Georgia,30016,,N/A,Referral,Closed with explanation,Yes,No
21/11/2013,22/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,California,92508,,N/A,Referral,Closed with explanation,Yes,No
10/12/2013,11/12/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,U.S. Bancorp,TN,Tennessee,38574,,N/A,Referral,Closed with explanation,No,
04/12/2013,11/12/2013,Credit card,,Customer service / Customer relations,,,,Citibank,AZ,Arizona,85614,,N/A,Web,Closed with explanation,Yes,No
14/11/2013,15/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Caliber Home Loans, Inc",WA,Washington,99016,,N/A,Web,Closed with explanation,Yes,No
20/12/2013,20/12/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,CA,California,94621,Older American,N/A,Web,Closed with explanation,Yes,No
10/12/2013,11/12/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Wells Fargo & Company,NC,North Carolina,28785,Older American,N/A,Referral,Closed with explanation,Yes,No
10/12/2013,11/12/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Wells Fargo & Company,NJ,New Jersey,8004,Older American,N/A,Phone,Closed with explanation,Yes,No
04/12/2013,05/12/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"Retrieval-Masters Creditors Bureau, Inc.",NJ,New Jersey,8854,,N/A,Web,Closed with explanation,Yes,Yes
18/02/2015,18/02/2015,Credit card,,Billing disputes,,,,Capital One,TX,Texas,78754,,N/A,Web,Closed with explanation,Yes,No
20/12/2013,06/01/2014,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,,,Wells Fargo & Company,VA,Virginia,24557,,N/A,Web,Closed with explanation,Yes,No
04/12/2013,04/12/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Ocwen,MD,Maryland,20759,,N/A,Web,Closed with explanation,Yes,Yes
10/12/2013,17/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,,,Marauder Corporation,GA,Georgia,30013,Older American,N/A,Web,Closed with explanation,No,
04/12/2013,11/12/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,ACS Education Services,PA,Pennsylvania,19401,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,21/11/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,"TransUnion Intermediate Holdings, Inc.",LA,Louisiana,70503,,N/A,Web,Closed with non-monetary relief,Yes,No
14/11/2013,19/11/2013,Money transfers,International money transfer,Money was not available when promised,,,,The Western Union Company,MI,Michigan,48377,,N/A,Phone,Closed with explanation,Yes,No
21/11/2013,21/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Caliber Home Loans, Inc",DC,District of Columbia,20008,,N/A,Web,Closed with explanation,Yes,No
14/11/2013,14/11/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,OR,Oregon,97214,,N/A,Web,Closed with explanation,Yes,No
20/12/2013,07/01/2014,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo & Company,WA,Washington,98277,,N/A,Web,Closed with explanation,Yes,Yes
10/12/2013,17/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"Diversified Consultants, Inc.",MN,Minnesota,56062,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,21/11/2013,Debt collection,Payday loan,Cont''d attempts collect debt not owed,Debt resulted from identity theft,,,"Community Choice Financial, Inc.",OH,Ohio,44134,,N/A,Web,Closed with explanation,Yes,Yes
04/12/2013,11/12/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,OK,Oklahoma,73505,,N/A,Postal mail,Closed with explanation,Yes,No
14/11/2013,02/12/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Wells Fargo & Company,VA,Virginia,22645,,N/A,Web,Closed with non-monetary relief,Yes,No
14/11/2013,19/11/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CA,California,95003,,N/A,Phone,Closed with explanation,Yes,No
20/12/2013,30/12/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,TD Bank US Holding Company,NY,New York,14223,,N/A,Phone,Closed with non-monetary relief,Yes,No
26/11/2013,26/11/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,Citibank,MD,Maryland,21286,,N/A,Web,Closed with explanation,Yes,No
26/11/2013,08/01/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,Texas,76028,,N/A,Postal mail,Closed with explanation,Yes,No
20/12/2013,30/12/2013,Credit reporting,,Credit reporting company''s investigation,Problem with statement of dispute,,,Equifax,CA,California,94066,,N/A,Web,Closed with non-monetary relief,Yes,No
26/11/2013,04/12/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Wells Fargo & Company,OR,Oregon,97207,,N/A,Phone,Closed with non-monetary relief,Yes,No
10/12/2013,11/12/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,MA,Massachusetts,1602,,N/A,Referral,Closed with non-monetary relief,Yes,No
10/12/2013,17/12/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,FL,Florida,33015,,N/A,Web,Closed with monetary relief,Yes,No
20/12/2013,26/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,California,90018,,N/A,Referral,Closed with explanation,Yes,No
26/11/2013,26/11/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",IL,Illinois,60402,,N/A,Web,Closed with explanation,Yes,No
20/12/2013,20/12/2013,Consumer Loan,Personal line of credit,Problems when you are unable to pay,,,,Citibank,VA,Virginia,22030,,N/A,Web,Closed with explanation,Yes,No
10/12/2013,03/01/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NY,New York,13357,,N/A,Referral,Closed with explanation,Yes,Yes
21/11/2013,21/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Resurgent Capital Services L.P.,NJ,New Jersey,8053,,N/A,Web,Closed with explanation,Yes,No
14/11/2013,18/12/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Financial Management Solutions,MD,Maryland,20770,,N/A,Web,Closed with explanation,Yes,No
26/11/2013,17/12/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt is not mine,,,"Dynamic Recovery Solutions, LLC",CA,California,95677,,N/A,Web,Closed with explanation,Yes,No
26/11/2013,08/01/2014,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,Texas,76028,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
10/12/2013,10/12/2013,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,,,First Credit Services Inc.,VA,Virginia,20148,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,17/01/2014,Debt collection,I do not know,Cont''d attempts collect debt not owed,Debt is not mine,,,"Mercantile Adjustment Bureau, LLC",NJ,New Jersey,8360,,N/A,Web,Closed with explanation,Yes,Yes
20/12/2013,31/12/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,Missouri,63049,Servicemember,N/A,Referral,Closed with explanation,Yes,No
04/12/2013,11/12/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,WA,Washington,98816,,N/A,Web,Closed with explanation,Yes,Yes
14/11/2013,18/11/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CO,Colorado,80915,Servicemember,N/A,Phone,Closed with explanation,Yes,No
14/11/2013,25/11/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of the West,CA,California,93003,,N/A,Web,Closed with monetary relief,Yes,No
21/11/2013,21/11/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt was paid,,,Bank of America,OR,Oregon,97002,,N/A,Web,Closed with explanation,Yes,Yes
10/12/2013,11/12/2013,Mortgage,Other mortgage,Other,,,,Ocwen,HI,Hawaii,96706,,N/A,Referral,Closed with explanation,Yes,No
21/11/2013,25/11/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",CT,Connecticut,6782,,N/A,Phone,Closed with monetary relief,Yes,No
14/11/2013,21/11/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Ocwen,TX,Texas,79707,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,12/12/2013,Debt collection,Credit card,Cont''d attempts collect debt not owed,Debt is not mine,,,"National Recovery Solutions, LLC",CA,California,91356,Older American,N/A,Phone,Closed,Yes,No
21/11/2013,21/11/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"Fidelity National Information Services, Inc. (FNIS)",IL,Illinois,62910,,N/A,Web,Closed with explanation,Yes,Yes
26/11/2013,02/12/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,OH,Ohio,45248,,N/A,Web,Closed with explanation,Yes,No
14/11/2013,21/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NJ,New Jersey,8015,Older American,N/A,Phone,Closed with explanation,Yes,No
20/12/2013,31/12/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,,,,,N/A,Referral,Closed with explanation,Yes,No
26/11/2013,27/11/2013,Debt collection,Federal student loan,Cont''d attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",CA,California,92101,,N/A,Web,Closed with explanation,Yes,No
21/11/2013,27/11/2013,Consumer Loan,Installment loan,Shopping for a loan or lease,,,,Credit Acceptance Corporation,LA,Louisiana,70122,,N/A,Web,Closed with explanation,Yes,No
26/11/2013,26/11/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,Georgia,30326,,N/A,Web,Closed with explanation,Yes,No
04/12/2013,23/12/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,,,"Seattle Service Bureau, Inc",WA,Washington,98433,Servicemember,N/A,Web,Closed with explanation,Yes,No
21/11/2013,13/12/2013,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,"Merchants Credit Adjusters, Inc.",NE,Nebraska,68130,Older American,N/A,Phone,Closed with explanation,No,No
26/11/2013,27/11/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,California,91740,,N/A,Postal mail,Closed with non-monetary relief,Yes,No
14/11/2013,18/11/2013,Debt collection,Federal student loan,Improper contact or sharing of info,Contacted employer after asked not to,,,"EOS Holdings, Inc.",IL,Illinois,60204,,N/A,Postal mail,Closed with explanation,Yes,No
14/11/2013,14/11/2013,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,,"CL Holdings, LLC",AZ,Arizona,85255,,N/A,Web,Closed with monetary relief,Yes,No
10/12/2013,10/12/2013,Payday loan,Payday loan,Charged fees or interest I didn''t expect,Charged fees or interest I didn''t expect,,,Northway Broker Ltd.,MA,Massachusetts,1960,,N/A,Web,Closed with monetary relief,Yes,No
14/11/2013,18/11/2013,Debt collection,Medical,Cont''d attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",IL,Illinois,60636,,N/A,Phone,Closed with explanation,Yes,No
21/11/2013,21/11/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,MI,Michigan,48371,,N/A,Web,Closed with non-monetary relief,Yes,Yes
14/11/2013,18/11/2013,Debt collection,Non-federal student loan,Communication tactics,Used obscene/profane/abusive language,,,"Delta Management Associates, Inc.",MA,Massachusetts,2090,,N/A,Web,Closed with explanation,Yes,No
26/11/2013,26/11/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,IL,Illinois,60429,,N/A,Web,Closed with explanation,Yes,No
14/11/2013,14/11/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,CA,California,92656,,N/A,Web,Closed with explanation,Yes,No
